,Export(MW)
2019-07-20 20,21515.659166666668
2019-07-20 21,21042.87833333333
2019-07-20 22,21537.031666666666
2019-07-20 23,20959.108333333334
2019-07-21 00,19016.274999999998
2019-07-21 01,18747.684166666662
2019-07-21 02,17890.485833333332
2019-07-21 03,17327.27416666667
2019-07-21 04,17705.980833333335
2019-07-21 05,17929.279166666664
2019-07-21 06,17196.986666666668
2019-07-21 07,17367.3925
2019-07-21 08,18135.299166666668
2019-07-21 09,19787.015833333335
2019-07-21 10,19924.7175
2019-07-21 11,20917.64416666667
2019-07-21 12,20045.518333333337
2019-07-21 13,17140.484166666665
2019-07-21 14,21637.502500000002
2019-07-21 15,22700.365
2019-07-21 16,23513.763333333332
2019-07-21 17,24417.064166666663
2019-07-21 18,25103.355
2019-07-21 19,25878.382499999996
2019-07-21 20,25515.203333333335
2019-07-21 21,23965.680000000004
2019-07-21 22,22338.663333333334
2019-07-21 23,20984.812499999996
2019-07-22 00,19958.05916666667
2019-07-22 01,19431.791666666668
2019-07-22 02,19244.770833333336
2019-07-22 03,19237.540833333333
2019-07-22 04,19691.084166666664
2019-07-22 05,19626.918333333335
2019-07-22 06,18870.089166666665
2019-07-22 07,19091.20916666667
2019-07-22 08,19574.855
2019-07-22 09,19890.230000000003
2019-07-22 10,19416.155
2019-07-22 11,20396.193333333333
2019-07-22 12,22831.390833333335
2019-07-22 13,23033.019166666665
2019-07-22 14,24687.4825
2019-07-22 15,26295.665000000005
2019-07-22 16,25749.79166666667
2019-07-22 17,25757.515000000003
2019-07-22 18,26594.21333333333
2019-07-22 19,26559.899999999998
2019-07-22 20,25125.75
2019-07-22 21,23549.7375
2019-07-22 22,23119.105
2019-07-22 23,20985.25833333333
2019-07-23 00,21394.829166666666
2019-07-23 01,21043.6975
2019-07-23 02,21336.94
2019-07-23 03,20523.0475
2019-07-23 04,20900.954166666666
2019-07-23 05,20908.948333333337
2019-07-23 06,21295.216666666667
2019-07-23 07,21606.81333333333
2019-07-23 08,20788.371666666666
2019-07-23 09,20577.4575
2019-07-23 10,21334.607500000002
2019-07-23 11,22154.159166666665
2019-07-23 12,23785.415000000005
2019-07-23 13,24890.72583333333
2019-07-23 14,25657.275000000005
2019-07-23 15,26819.84833333333
2019-07-23 16,27526.86333333333
2019-07-23 17,28346.898333333334
2019-07-23 18,29413.325
2019-07-23 19,28259.10333333333
2019-07-23 20,28703.503333333338
2019-07-23 21,26768.92916666667
2019-07-23 22,23505.174166666668
2019-07-23 23,22913.385
2019-07-24 00,21193.951666666664
2019-07-24 01,20671.771666666664
2019-07-24 02,19959.628333333334
2019-07-24 03,19653.065
2019-07-24 04,19678.435833333333
2019-07-24 05,19908.2225
2019-07-24 06,20081.243333333336
2019-07-24 07,20129.34
2019-07-24 08,20582.29
2019-07-24 09,22576.795833333334
2019-07-24 10,23091.933333333334
2019-07-24 11,24863.19833333333
2019-07-24 12,27344.644166666665
2019-07-24 13,26714.224999999995
2019-07-24 14,27303.94666666667
2019-07-24 15,27774.997499999998
2019-07-24 16,28320.305833333336
2019-07-24 17,29117.018333333337
2019-07-24 18,28750.724166666667
2019-07-24 19,29680.81
2019-07-24 20,28659.880000000005
2019-07-24 21,27221.119999999995
2019-07-24 22,23722.035
2019-07-24 23,22387.418333333335
2019-07-25 00,19588.35166666667
2019-07-25 01,19809.915
2019-07-25 02,19564.16083333333
2019-07-25 03,19010.1775
2019-07-25 04,19247.284166666665
2019-07-25 05,19995.721666666665
2019-07-25 06,22093.832500000004
2019-07-25 07,22123.24666666667
2019-07-25 08,21709.016666666666
2019-07-25 09,22424.286666666667
2019-07-25 10,22283.25
2019-07-25 11,22958.96416666666
2019-07-25 12,24968.850833333334
2019-07-25 13,26071.237500000003
2019-07-25 14,27482.945833333335
2019-07-25 15,28526.385
2019-07-25 16,28427.921666666665
2019-07-25 17,27672.64833333333
2019-07-25 18,27617.97833333333
2019-07-25 19,28065.35333333333
2019-07-25 20,27172.969166666673
2019-07-25 21,24927.694999999996
2019-07-25 22,22661.32666666667
2019-07-25 23,21945.290833333333
2019-07-26 00,21650.524166666666
2019-07-26 01,20284.50333333333
2019-07-26 02,20764.568333333336
2019-07-26 03,20049.81
2019-07-26 04,20379.94833333333
2019-07-26 05,20758.8075
2019-07-26 06,21846.2325
2019-07-26 07,21131.565833333334
2019-07-26 08,20744.438333333335
2019-07-26 09,21232.075833333332
2019-07-26 10,21050.87333333333
2019-07-26 11,21546.675
2019-07-26 12,22622.4575
2019-07-26 13,23847.505
2019-07-26 14,25062.075
2019-07-26 15,25909.329166666666
2019-07-26 16,26437.018333333337
2019-07-26 17,26241.25583333333
2019-07-26 18,26461.495000000006
2019-07-26 19,26655.708333333332
2019-07-26 20,25564.490833333333
2019-07-26 21,24600.217500000002
2019-07-26 22,23633.257499999996
2019-07-26 23,22036.742500000004
2019-07-27 00,21799.556666666664
2019-07-27 01,22022.6525
2019-07-27 02,21027.5275
2019-07-27 03,20492.201666666664
2019-07-27 04,20136.455833333337
2019-07-27 05,20458.5
2019-07-27 06,21320.166666666668
2019-07-27 07,18600.943333333333
2019-07-27 08,19297.842500000002
2019-07-27 09,19600.595000000005
2019-07-27 10,19799.12083333333
2019-07-27 11,21474.510000000002
2019-07-27 12,22222.421666666673
2019-07-27 13,22505.57083333333
2019-07-27 14,23211.569166666668
2019-07-27 15,24535.794166666663
2019-07-27 16,24885.021666666667
2019-07-27 17,25655.005833333333
2019-07-27 18,26380.3075
2019-07-27 19,26505.295833333334
2019-07-27 20,26144.825
2019-07-27 21,24974.47333333334
2019-07-27 22,24102.11666666667
2019-07-27 23,22833.814166666667
2019-07-28 00,21186.77666666667
2019-07-28 01,21642.015
2019-07-28 02,21046.74583333333
2019-07-28 03,20796.17833333333
2019-07-28 04,20514.218333333334
2019-07-28 05,20473.0725
2019-07-28 06,20025.68
2019-07-28 07,19827.194166666668
2019-07-28 08,20547.625833333335
2019-07-28 09,19923.278333333332
2019-07-28 10,20146.642499999998
2019-07-28 11,21767.618333333336
2019-07-28 12,21720.003333333334
2019-07-28 13,21794.24
2019-07-28 14,22332.537499999995
2019-07-28 15,23390.259166666667
2019-07-28 16,23765.411666666667
2019-07-28 17,24166.570833333342
2019-07-28 18,23074.33583333333
2019-07-28 19,22847.980833333335
2019-07-28 20,22521.930833333332
2019-07-28 21,22874.292500000007
2019-07-28 22,22858.603333333333
2019-07-28 23,22373.46166666667
2019-07-29 00,20543.469999999998
2019-07-29 01,20071.035
2019-07-29 02,19166.625
2019-07-29 03,18593.72333333334
2019-07-29 04,18276.795000000002
2019-07-29 05,18883.414999999997
2019-07-29 06,19005.130000000005
2019-07-29 07,18877.89416666667
2019-07-29 08,18994.14416666666
2019-07-29 09,19151.958333333332
2019-07-29 10,18659.869999999995
2019-07-29 11,19624.295833333334
2019-07-29 12,21003.273333333334
2019-07-29 13,17665.723333333335
2019-07-29 14,23246.698333333334
2019-07-29 15,23656.574999999997
2019-07-29 16,23922.7025
2019-07-29 17,23524.5425
2019-07-29 18,23654.05666666667
2019-07-29 19,24418.115833333333
2019-07-29 20,23232.3275
2019-07-29 21,19821.12833333333
2019-07-29 22,19518.480833333335
2019-07-29 23,20294.295833333337
2019-07-30 00,19391.280833333334
2019-07-30 01,18736.725000000002
2019-07-30 02,19542.875
2019-07-30 03,19545.655
2019-07-30 04,19418.135833333334
2019-07-30 05,20432.685833333333
2019-07-30 06,20447.114166666666
2019-07-30 07,18633.384166666667
2019-07-30 08,17792.3925
2019-07-30 09,19045.528333333332
2019-07-30 10,19606.605000000003
2019-07-30 11,20884.076666666668
2019-07-30 12,22268.166666666668
2019-07-30 13,22085.075833333336
2019-07-30 14,23006.764166666664
2019-07-30 15,23560.031666666673
2019-07-30 16,23961.0625
2019-07-30 17,24256.926666666663
2019-07-30 18,24032.12916666667
2019-07-30 19,23980.50916666667
2019-07-30 20,23078.86416666667
2019-07-30 21,22445.291666666668
2019-07-30 22,22198.250833333335
2019-07-30 23,20611.371666666662
2019-07-31 00,20405.551666666666
2019-07-31 01,20080.20666666667
2019-07-31 02,18841.92583333334
2019-07-31 03,18852.7
2019-07-31 04,18661.65666666667
2019-07-31 05,18722.68333333333
2019-07-31 06,18077.75916666667
2019-07-31 07,18330.974166666667
2019-07-31 08,19010.571666666667
2019-07-31 09,20368.41
2019-07-31 10,21050.66416666667
2019-07-31 11,20863.239166666663
2019-07-31 12,21900.776666666672
2019-07-31 13,23460.499166666665
2019-07-31 14,25188.286666666667
2019-07-31 15,25545.965000000007
2019-07-31 16,25178.269166666665
2019-07-31 17,25810.49166666667
2019-07-31 18,25843.694999999996
2019-07-31 19,26785.540833333336
2019-07-31 20,24723.460833333334
2019-07-31 21,23573.965
2019-07-31 22,21530.075833333332
2019-07-31 23,20814.899166666666
2019-08-01 00,20462.838333333337
2019-08-01 01,20185.00833333333
2019-08-01 02,19725.410833333335
2019-08-01 03,20235.402500000004
2019-08-01 04,20296.60916666667
2019-08-01 05,20608.26083333333
2019-08-01 06,19441.840833333332
2019-08-01 07,18684.005
2019-08-01 08,18780.719166666666
2019-08-01 09,19135.96583333334
2019-08-01 10,20128.335833333327
2019-08-01 11,21609.449166666665
2019-08-01 12,20749.039999999997
2019-08-01 13,16536.83166666667
2019-08-01 14,24013.110833333336
2019-08-01 15,24474.334999999995
2019-08-01 16,24848.0125
2019-08-01 17,25789.118333333332
2019-08-01 18,25930.053333333333
2019-08-01 19,25994.416666666668
2019-08-01 20,24622.990000000005
2019-08-01 21,23362.884166666667
2019-08-01 22,23149.534166666665
2019-08-01 23,20856.465833333332
2019-08-02 00,19338.07
2019-08-02 01,18672.646666666667
2019-08-02 02,18564.575833333332
2019-08-02 03,18268.9875
2019-08-02 04,18384.4175
2019-08-02 05,19115.617500000004
2019-08-02 06,18570.965833333335
2019-08-02 07,18975.046666666665
2019-08-02 08,18706.22333333333
2019-08-02 09,20086.288333333334
2019-08-02 10,21625.008333333335
2019-08-02 11,22251.653333333335
2019-08-02 12,23630.3575
2019-08-02 13,24469.7075
2019-08-02 14,24998.745
2019-08-02 15,24785.997499999998
2019-08-02 16,26382.76166666666
2019-08-02 17,26461.825833333332
2019-08-02 18,26373.926666666666
2019-08-02 19,26055.94833333333
2019-08-02 20,25010.303333333333
2019-08-02 21,24344.094166666666
2019-08-02 22,22728.05416666667
2019-08-02 23,22089.61666666667
2019-08-03 00,20035.240833333333
2019-08-03 01,18960.620833333334
2019-08-03 02,18706.154166666664
2019-08-03 03,18348.06583333333
2019-08-03 04,18506.794166666667
2019-08-03 05,18890.649166666666
2019-08-03 06,19240.420833333334
2019-08-03 07,19683.279166666664
2019-08-03 08,21152.869166666667
2019-08-03 09,20089.4075
2019-08-03 10,19741.77
2019-08-03 11,20895.5325
2019-08-03 12,21788.9025
2019-08-03 13,20725.595000000005
2019-08-03 14,20325.955833333337
2019-08-03 15,24968.4575
2019-08-03 16,26421.78416666666
2019-08-03 17,26375.29416666667
2019-08-03 18,28053.668333333335
2019-08-03 19,26882.010833333334
2019-08-03 20,24679.41833333333
2019-08-03 21,23693.313333333335
2019-08-03 22,23308.19166666667
2019-08-03 23,21559.257499999996
2019-08-04 00,20071.045833333337
2019-08-04 01,19099.02583333333
2019-08-04 02,18747.544166666663
2019-08-04 03,18460.655833333338
2019-08-04 04,18102.0425
2019-08-04 05,18434.468333333334
2019-08-04 06,19364.877500000002
2019-08-04 07,18435.048333333336
2019-08-04 08,17534.20666666667
2019-08-04 09,18558.110833333336
2019-08-04 10,18930.063333333335
2019-08-04 11,19999.3775
2019-08-04 12,21446.305
2019-08-04 13,22350.849166666667
2019-08-04 14,23255.287499999995
2019-08-04 15,23609.593333333334
2019-08-04 16,24016.132499999996
2019-08-04 17,26640.11333333334
2019-08-04 18,27075.09833333334
2019-08-04 19,26173.844166666662
2019-08-04 20,24862.6725
2019-08-04 21,22386.560833333333
2019-08-04 22,21537.90166666667
2019-08-04 23,21019.5325
2019-08-05 00,20973.888333333336
2019-08-05 01,19383.633333333335
2019-08-05 02,18540.668333333335
2019-08-05 03,18307.385833333334
2019-08-05 04,18401.570833333335
2019-08-05 05,18875.140833333335
2019-08-05 06,21959.820000000003
2019-08-05 07,21583.078333333335
2019-08-05 08,20524.3875
2019-08-05 09,21882.323333333334
2019-08-05 10,22414.054999999997
2019-08-05 11,22944.33916666667
2019-08-05 12,24867.829166666674
2019-08-05 13,25066.705
2019-08-05 14,25720.3575
2019-08-05 15,27003.078333333335
2019-08-05 16,27566.078333333327
2019-08-05 17,27553.373333333337
2019-08-05 18,28740.845
2019-08-05 19,28253.065833333338
2019-08-05 20,27488.12166666667
2019-08-05 21,26399.266666666666
2019-08-05 22,23000.921666666665
2019-08-05 23,20774.200833333336
2019-08-06 00,18200.65166666667
2019-08-06 01,19100.724166666667
2019-08-06 02,19235.5125
2019-08-06 03,18909.469166666666
2019-08-06 04,17985.840833333332
2019-08-06 05,18501.0875
2019-08-06 06,20722.729166666668
2019-08-06 07,21416.243333333332
2019-08-06 08,21230.242499999997
2019-08-06 09,21880.877500000002
2019-08-06 10,22192.434999999998
2019-08-06 11,22514.888333333332
2019-08-06 12,24001.97083333333
2019-08-06 13,24993.278333333335
2019-08-06 14,26134.587499999998
2019-08-06 15,26601.5925
2019-08-06 16,26704.0275
2019-08-06 17,26845.5625
2019-08-06 18,26891.030833333327
2019-08-06 19,27307.74583333333
2019-08-06 20,25140.53833333333
2019-08-06 21,24620.501666666667
2019-08-06 22,23013.375
2019-08-06 23,20890.395
2019-08-07 00,20019.728333333333
2019-08-07 01,20159.5825
2019-08-07 02,19587.736666666668
2019-08-07 03,19436.009166666663
2019-08-07 04,19334.294166666667
2019-08-07 05,20164.135833333334
2019-08-07 06,21509.322500000002
2019-08-07 07,20293.788333333334
2019-08-07 08,19572.337499999998
2019-08-07 09,19938.33333333333
2019-08-07 10,20820.138333333332
2019-08-07 11,21814.950833333332
2019-08-07 12,23547.049166666664
2019-08-07 13,24470.685833333333
2019-08-07 14,25622.97583333333
2019-08-07 15,26005.914166666666
2019-08-07 16,24359.079999999998
2019-08-07 17,24636.62916666667
2019-08-07 18,25877.88916666667
2019-08-07 19,26570.62083333333
2019-08-07 20,25365.02
2019-08-07 21,24459.583333333332
2019-08-07 22,22574.808333333334
2019-08-07 23,21249.235
2019-08-08 00,21374.855000000003
2019-08-08 01,20972.6525
2019-08-08 02,20406.52333333333
2019-08-08 03,20380.574999999997
2019-08-08 04,20277.190833333334
2019-08-08 05,21988.08666666667
2019-08-08 06,20899.62083333333
2019-08-08 07,20944.940833333334
2019-08-08 08,20663.13416666667
2019-08-08 09,21367.335
2019-08-08 10,22123.281666666666
2019-08-08 11,22410.00583333334
2019-08-08 12,22829.7775
2019-08-08 13,23476.454166666666
2019-08-08 14,23804.541666666668
2019-08-08 15,23692.21416666667
2019-08-08 16,24194.545833333326
2019-08-08 17,24347.73166666667
2019-08-08 18,24760.73166666667
2019-08-08 19,24719.4225
2019-08-08 20,23775.55083333333
2019-08-08 21,23434.630833333333
2019-08-08 22,24045.249166666665
2019-08-08 23,22542.911666666663
2019-08-09 00,19620.215833333335
2019-08-09 01,19568.353333333336
2019-08-09 02,19647.153333333335
2019-08-09 03,19552.25083333333
2019-08-09 04,19578.130833333336
2019-08-09 05,20125.13666666666
2019-08-09 06,20515.55166666667
2019-08-09 07,20297.81333333333
2019-08-09 08,19711.570833333335
2019-08-09 09,20438.105833333335
2019-08-09 10,21721.313333333335
2019-08-09 11,22138.575833333336
2019-08-09 12,22461.515833333335
2019-08-09 13,17313.681666666667
2019-08-09 14,23447.475000000002
2019-08-09 15,24212.382499999996
2019-08-09 16,23539.966666666664
2019-08-09 17,23319.618333333336
2019-08-09 18,22145.022500000003
2019-08-09 19,22161.045833333334
2019-08-09 20,22475.5475
2019-08-09 21,22124.944166666668
2019-08-09 22,23059.228333333333
2019-08-09 23,21926.47
2019-08-10 00,19158.46416666667
2019-08-10 01,18874.082499999997
2019-08-10 02,18073.506666666668
2019-08-10 03,17999.78333333333
2019-08-10 04,18161.842500000002
2019-08-10 05,19855.027499999997
2019-08-10 06,18429.23
2019-08-10 07,18169.348333333335
2019-08-10 08,20008.161666666667
2019-08-10 09,20272.318333333333
2019-08-10 10,20207.276666666665
2019-08-10 11,20519.529166666667
2019-08-10 12,21208.480833333335
2019-08-10 13,20761.075833333332
2019-08-10 14,21506.370000000003
2019-08-10 15,21048.92916666667
2019-08-10 16,21406.095833333333
2019-08-10 17,22503.910000000003
2019-08-10 18,22505.345
2019-08-10 19,22897.5625
2019-08-10 20,21782.609999999997
2019-08-10 21,21175.939166666667
2019-08-10 22,21292.7075
2019-08-10 23,19933.7925
2019-08-11 00,19187.279166666667
2019-08-11 01,19113.095
2019-08-11 02,18902.258333333335
2019-08-11 03,17901.118333333336
2019-08-11 04,18266.64333333333
2019-08-11 05,17210.1275
2019-08-11 06,17334.6525
2019-08-11 07,18757.5275
2019-08-11 08,21730.10583333333
2019-08-11 09,22092.14083333334
2019-08-11 10,21866.7975
2019-08-11 11,21290.844166666666
2019-08-11 12,20345.914166666666
2019-08-11 13,20274.52666666667
2019-08-11 14,20895.102499999997
2019-08-11 15,21232.7775
2019-08-11 16,21278.267499999998
2019-08-11 17,20912.10083333333
2019-08-11 18,20368.7725
2019-08-11 19,21205.0475
2019-08-11 20,21671.727499999997
2019-08-11 21,21582.6025
2019-08-11 22,20662.555
2019-08-11 23,19675.03833333333
2019-08-12 00,19611.819999999996
2019-08-12 01,19051.8625
2019-08-12 02,18770.795833333334
2019-08-12 03,18826.385000000002
2019-08-12 04,17688.98833333334
2019-08-12 05,18486.72333333333
2019-08-12 06,18882.405833333334
2019-08-12 07,19796.024999999998
2019-08-12 08,20149.895833333332
2019-08-12 09,20926.281666666666
2019-08-12 10,21276.812499999996
2019-08-12 11,22488.309166666662
2019-08-12 12,23799.31583333333
2019-08-12 13,23984.708333333332
2019-08-12 14,23789.22916666667
2019-08-12 15,23929.683333333334
2019-08-12 16,23022.055833333336
2019-08-12 17,23120.914166666666
2019-08-12 18,22880.813333333335
2019-08-12 19,22802.388333333336
2019-08-12 20,22740.788333333334
2019-08-12 21,21970.477500000005
2019-08-12 22,22630.701666666664
2019-08-12 23,22101.418333333335
2019-08-13 00,21351.224166666667
2019-08-13 01,20402.168333333335
2019-08-13 02,21014.730833333335
2019-08-13 03,20256.10583333333
2019-08-13 04,19270.999999999996
2019-08-13 05,20686.77583333333
2019-08-13 06,21131.179999999997
2019-08-13 07,19768.33916666667
2019-08-13 08,20360.48083333333
2019-08-13 09,20442.170833333334
2019-08-13 10,20995.99583333333
2019-08-13 11,22183.756666666668
2019-08-13 12,22534.4475
2019-08-13 13,22690.606666666663
2019-08-13 14,22803.405833333334
2019-08-13 15,23584.26
2019-08-13 16,24316.218333333334
2019-08-13 17,25339.23
2019-08-13 18,26762.452500000003
2019-08-13 19,26301.143333333337
2019-08-13 20,25788.355
2019-08-13 21,23930.65166666667
2019-08-13 22,23724.921666666665
2019-08-13 23,23572.90166666667
2019-08-14 00,20943.656666666666
2019-08-14 01,20832.725
2019-08-14 02,20554.5125
2019-08-14 03,20618.0575
2019-08-14 04,20615.068333333333
2019-08-14 05,21510.00083333333
2019-08-14 06,21467.475
2019-08-14 07,21935.772499999995
2019-08-14 08,22759.291666666668
2019-08-14 09,23157.804999999997
2019-08-14 10,22736.4975
2019-08-14 11,22713.968333333338
2019-08-14 12,23757.801666666666
2019-08-14 13,25040.119999999995
2019-08-14 14,25791.515833333335
2019-08-14 15,27548.467500000002
2019-08-14 16,27863.450833333332
2019-08-14 17,28058.18166666667
2019-08-14 18,28765.67
2019-08-14 19,28220.218333333334
